id,question,answer,_prefix,_skip_guess
LD249,"Two charges q1 = +6 × 10^-6 C and q2 = -6 × 10^-6 C, and a test charge q = 10^-8 C are placed at points A and B, 6 cm apart. The test charge q is placed at point M, which lies on the perpendicular bisector of AB, 5 cm from AB. Calculate the resultant electric force acting on q.",0.163,LD,False
LD250,"Two electric charges, q1 = +5 × 10^-7 C and q2 = -5 × 10^-7 C, are placed at two points A and B, 10 cm apart. A third charge q3 = -5 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3.",1.8,LD,False
LD251,Three identical charges q = -2 × 10^-7 C are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right-angled vertex.,0.023,LD,False
LD252,Three identical charges q = +6 × 10^-8 C are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right-angle vertex.,2.036*10^-3,LD,False
LD253,Three electric charges q1 = q2 = q3 = +5 × 10^-6 C are placed at the three vertices of an equilateral triangle with a side length of 12 cm. Calculate the total electric force acting on q3.,27.06,LD,False
LD254,"Three identical charges, each with q = -6 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of 20 cm. Calculate the net force acting on the charge at the right angle.",1.144*10^-3,LD,False
LD255,"Two electric charges, q1 = +5 × 10^-7 C and q2 = -5 × 10^-7 C, and a third charge q = 10^-8 C. Charges q1 and q2 are placed at points A and B, 10 cm apart. The test charge q is placed at point M, which lies on the perpendicular bisector of the line segment AB, 5 cm away from AB. Calculate the net electric force acting on q.",12.71*10^-3,LD,False
LD256,Three identical charges q = +6 × 10^-7 C are placed at the three vertices of an isosceles right triangle with sides of 10 cm. Calculate the net force acting on the charge at the right angle vertex.,0.458,LD,False
LD257,"Two electric charges, q1 = +8 × 10^-8 C and q2 = -8 × 10^-8 C, are placed at points A and B, separated by 8 cm. A charge q3 = +8 × 10^-8 C is placed at the midpoint of AB. Calculate the electric force acting on q3.",71.92*10^-3,LD,False
LD258,"Three identical charges, q = +6 × 10^-7 C, are placed at the three vertices of a right isosceles triangle with legs of 20 cm. Calculate the net force acting on the charge at the right angle.",0.115,LD,False
LD259,"Two charges, q1 = +8 × 10^-8 C and q2 = -8 × 10^-8 C, are placed at points A and B, 10 cm apart. A test charge q = 10^-8 C is placed at point M, which lies on the perpendicular bisector of AB, 5 cm away from AB. Calculate the resultant electric force acting on q.",2.036*10^-3,LD,False
LD260,"Three identical charges, q = +2 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge located at the right-angle vertex.",0.226*10^-3,LD,False
LD261,"Three charges, q1 = q2 = q3 = -4 × 10⁻⁶ C, are placed at the three vertices of an equilateral triangle with sides of 15 cm. Calculate the net electric force acting on q3.",11.0851,LD,False
LD262,"Two electric charges, q1 = +1 × 10^-8 C and q2 = -1 × 10^-8 C, are placed at points A and B, 10 cm apart. A test charge q = 10^-8 C is placed at point M, which lies on the perpendicular bisector of AB and is 5 cm away from AB. Calculate the net electric force acting on q.",2.55 × 10^-4,LD,False
LD263,"Two electric charges, q1 = +1 × 10^-8 C and q2 = -1 × 10^-8 C, are placed at points A and B, 6 cm apart. A test charge q = 1 × 10^-8 C is placed at point M, which is on the perpendicular bisector of AB, 4 cm away from the midpoint of AB. Calculate the net electric force acting on q.",0.4315*10^-3,LD,False
LD264,"Two charges, q1 = +8 × 10^-6 C and q2 = -8 × 10^-6 C, are placed at points A and B, which are 6 cm apart. A test charge q = 10^-8 C is placed at point M, which lies on the perpendicular bisector of AB and is 5 cm away from AB. Calculate the net electric force acting on q.",0.218,LD,False
LD265,"Three identical charges, q = -7 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right-angle vertex.",27.68,LD,False
LD266,"Two point charges, q1 = +9 × 10^-7 C and q2 = -9 × 10^-7 C, are placed at points A and B, 12 cm apart. A test charge q = 10^-8 C is placed at point M, which lies on the perpendicular bisector of AB, 3 cm away from AB. Calculate the net electric force acting on q.",32.16*10^-3,LD,False
LD267,"Two electric charges q1 = +7 × 10^-6 C and q2 = -7 × 10^-6 C are placed at points A and B, separated by 10 cm. A charge q3 = +7 × 10^-6 C is placed at the midpoint of AB. Calculate the electric force acting on q3.",352.8,LD,False
LD268,"Three identical charges, q = +3 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right-angled vertex.",0.5*10^-3,LD,False
LD269,Three identical charges q = -8 × 10^-8 C are placed at the three vertices of an isosceles right triangle with 15 cm legs. Calculate the net force acting on the charge at the right angle vertex.,3.62*10^-3,LD,False
LD270,"Two point charges, q1 = +4 × 10^-6 C and q2 = -4 × 10^-6 C, are located at points A and B, separated by 8 cm. A third charge, q3 = -4 × 10^-6 C, is placed at the midpoint of AB. Calculate the net electric force acting on q3.",180.0,LD,False
LD271,"Three identical charges, q = +5 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs 20 cm long. Calculate the net force acting on the charge at the right-angle vertex.",7.95 × 10^-4,LD,False
LD272,"Two charges q1 = +1 × 10^-6 C and q2 = -1 × 10^-6 C are placed at points A and B, 12 cm apart. A test charge q = 1 × 10^-6 C is placed at point M, which is located on the perpendicular bisector of AB, 5 cm from AB. Calculate the net electric force acting on q.",2.273,LD,False
LD273,"Two point charges q1 = +7 × 10^-6 C and q2 = -7 × 10^-6 C are placed at points A and B, separated by 6 cm. A third point charge q3 = +7 × 10^-6 C is placed at the midpoint of AB. Calculate the electric force acting on q3.",980.0,LD,False
LD274,"Two point charges, q1 = +8 × 10^-6 C and q2 = -8 × 10^-6 C, are placed at points A and B, separated by 10 cm. A test charge q with a magnitude of 10^-6 C is placed at point M, which lies on the perpendicular bisector of AB, at a distance of 3 cm from AB. Calculate the net electric force acting on the test charge q.",36.32,LD,False
LD275,"Two electric charges, q1 = +3 × 10^-7 C and q2 = -3 × 10^-7 C, are placed at two points A and B, separated by 8 cm. A charge q3 = -3 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3.",1.0125,LD,False
LD276,"Two electric charges q1 = +9 × 10^-7 C and q2 = -9 × 10^-7 C are placed at points A and B, separated by 8 cm. A charge q3 = -9 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3.",9.1125,LD,False
LD277,Three identical charges q = +5 × 10^-6 C are placed at the three vertices of an isosceles right triangle with side length 10 cm. Calculate the net force acting on the charge at the right-angle vertex.,31.820,LD,False
LD278,"Two electric charges, q1 = +9 × 10^-8 C and q2 = -9 × 10^-8 C, are placed at points A and B respectively, which are 10 cm apart. A test charge q = 10^-6 C is placed at point M, which lies on the perpendicular bisector of the line segment AB, 3 cm away from AB. Calculate the net electric force acting on q.",0.409,LD,False
LD279,Three electric charges q1 = q2 = q3 = -2 × 10^-6 C are placed at the 3 vertices of an equilateral triangle with side length 15 cm. Calculate the resultant electric force acting on q3.,2.7713,LD,False
LD280,"Two charges, q1 = +2 × 10^-7 C and q2 = -2 × 10^-7 C, are placed at two points A and B, 8 cm apart. A charge q3 = +2 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3.",0.45,LD,False
LD281,Three charges q1 = q2 = q3 = -2 × 10^-7 C are placed at the 3 vertices of an equilateral triangle with side length 15 cm. Calculate the net electric force acting on q3.,27.7*10^-3,LD,False
LD282,"Three identical charges, q = -7 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right-angle vertex.",2.77*10^-3,LD,False
LD283,"Three charges, q1 = q2 = q3 = -1 × 10^-7 C, are placed at the three vertices of an equilateral triangle with a side length of 12 cm. Calculate the net electric force acting on q3.",10.83*10^-3,LD,False
LD284,"Two charges q1 = +4 × 10^-8 C and q2 = -4 × 10^-8 C are placed at points A and B, 8 cm apart. A charge q3 = -4 × 10^-8 C is placed at the midpoint of AB. Calculate the electric force acting on q3.",0.018,LD,False
LD285,"Three identical charges, q = +3 × 10^-7 C, are placed at the three vertices of an isosceles right triangle with legs of 10 cm. Given that Couloumb's constant k = 9 x 10^-6. Calculate the net force acting on the charge at the right angle. Round the answer to three decimal places.",0.115,LD,False
LD286,"Two electric charges, q1 = +9 × 10^-6 C and q2 = -9 × 10^-6 C, are placed at two points A and B, separated by 10 cm. A charge q3 = +9 × 10^-6 C is placed at the midpoint of AB. Calculate the electric force acting on q3.",583.2,LD,False
LD287,"Two electric charges, q1 = +3 × 10^-7 C and q2 = -3 × 10^-7 C, are placed at points A and B, 10 cm apart. A test charge q = 10^-6 C is placed at point M, which is on the perpendicular bisector of AB, 4 cm away from the line segment AB. Calculate the net electric force acting on q.",1.028,LD,False
LD288,"Two electric charges q1 = +7 × 10^-7 C and q2 = -7 × 10^-7 C are placed at two points A and B, separated by 10 cm. A charge q3 = -7 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3.",3.528,LD,False
LD289,"Two electric charges, q1 = +5 × 10^-8 C and q2 = -5 × 10^-8 C, are placed at two points A and B, separated by 10 cm. A third charge, q3 = -5 × 10^-8 C, is placed at the midpoint of AB. Calculate the electric force acting on q3.",0.018,LD,False
LD290,"Three identical charges, q = -3 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with a side length of 20 cm. Calculate the net force acting on the charge located at the right angle. Give your answer rounded to four decimal places.",2.8638,LD,False
LD291,"Three identical charges, q = +6 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of 10 cm. Calculate the net force acting on the charge at the right-angle vertex. Give your answer rounded to two decimal places.",4.58*10^-3,LD,False
LD292,"Three electric charges, q1 = q2 = q3 = +4 × 10^-8 C, are placed at the three vertices of an equilateral triangle with a side length of 12 cm. Calculate the net electric force acting on q3. Give your answer rounded to three decimal places.",1.732*10^-3,LD,False
LD293,"Three identical charges, q = +3 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right-angle vertex. Give your answer rounded to three decimal places.",0.509*10^-3,LD,False
LD294,"Two point charges, q1 = +8 × 10^-6 C and q2 = -8 × 10^-6 C, are placed at points A and B, separated by 12 cm. A test charge q = 10^-8 C is placed at point M, which lies on the perpendicular bisector of AB, 4 cm away from AB. Calculate the net electric force acting on q. Give your answer rounded to three decimal places.",0.230 × 10⁻³,LD,False
LD295,Three electric charges q1 = q2 = q3 = +2 × 10^-7 C are placed at the three vertices of an equilateral triangle with side length 12 cm. Calculate the net electric force acting on q3. Give your answer rounded to two decimal places.,43.30 × 10⁻³,LD,False
LD296,"Three electric charges, q1 = q2 = q3 = 4.8 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 10.3 cm. Calculate the resultant electric field strength at the position of q3. Give your answer rounded up two decimal places.",7.05 × 10^6,LD,False
LD297,"Two electric charges, q1 = +2.6 × 10^-6 C and q2 = -2.6 × 10^-6 C, are placed at points A and B, 5.2 cm apart. Point M lies on the perpendicular bisector of AB, at a distance of 3.1 cm from the line segment AB. Calculate the resultant electric field intensity at M. Give your answer rounded up two decimal places.",1.84*10^7,LD,False
