id,question,answer,unit,smart_bucket,reason
LD147,"Three identical charges, q = +1 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of length a = 10 cm. Calculate the net force acting on the charge located at the right angle vertex.",1.27*10^-4,N,electrostatics_candidate,Coulomb/electric-force geometry wording
LD148,"Two electric forces have magnitudes of 7 N and 5 N, and act at an angle of 60° to each other. Calculate the resultant force of these two electric forces.",10.44,N,electrostatics_or_geometry_review,LD prefix fallback
LD149,Three identical charges q = +1 × 10^-8 C are placed at the three vertices of an isosceles right triangle with leg length a = 10 cm. Calculate the net force acting on the charge at the right-angle vertex.,1.27*10^-4,N,electrostatics_candidate,Coulomb/electric-force geometry wording
LD150,"Two electric charges q1 = -4 × 10^-6 C and q2 = -4 × 10^-6 C are placed at points A and B, 6 cm apart. A test charge q = 2 × 10^-6 C is placed at point M, which lies on the perpendicular bisector of AB, 5 cm from the line AB. Calculate the magnitude of the resultant electric force exerted by q1 and q2 on q.",36.32,N,electrostatics_candidate,Coulomb/electric-force geometry wording
LD151,"Three identical charges, q = -2 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of length a = 10 cm. Calculate the net force acting on the charge at the right-angle vertex.",5.09*10^-4,N,electrostatics_candidate,Coulomb/electric-force geometry wording
LD152,"Two electric charges q1 = -5 × 10^-7 C and q2 = -5 × 10^-7 C are placed at two points A and B, 10 cm apart. A test charge q = -3 × 10^-6 C is placed at point M, which lies on the perpendicular bisector of AB and is 5 cm away from the line segment AB. Calculate the magnitude of the net electric force exerted by q1 and q2 on q.",3.82,N,electrostatics_candidate,Coulomb/electric-force geometry wording
LD153,Two electric forces with magnitudes 3 N and 9 N act at an angle of 120° to each other. Calculate their resultant force.,7.9373,N,electrostatics_or_geometry_review,LD prefix fallback
LD154,"Two charges q1 = +7 × 10^-8 C and q2 = -7 × 10^-8 C are placed at two points A and B, 6 cm apart. A charge q3 = -7 × 10^-8 C is placed at the midpoint of AB. Calculate the electric force acting on q3.",0.098,N,electrostatics_candidate,Coulomb/electric-force geometry wording
LD155,"Two electric charges q1 = +3 × 10^-7 C and q2 = -3 × 10^-7 C are placed at two points A and B, separated by 10 cm. A charge q3 = -3 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3.",0.648,N,electrostatics_candidate,Coulomb/electric-force geometry wording
LD156,"Two electric forces have magnitudes of 8 N and 10 N, and are perpendicular to each other. Calculate the resultant force of these two electric forces.",12.8062,N,electrostatics_or_geometry_review,LD prefix fallback
LD157,"Three electric charges, q1 = q2 = q3 = -9 × 10^-8 C, are placed at the three vertices of an equilateral triangle with a side length of 10 cm in air. Calculate the net electric force exerted on q3.",12.6*10^-3,N,electrostatics_candidate,Coulomb/electric-force geometry wording
LD158,"Three electric charges, q1 = q2 = q3 = +4 × 10^-6 C, are placed at the three vertices of an equilateral triangle with side length 10 cm in the air. Calculate the resultant electric force acting on q3.",24.94,N,electrostatics_candidate,Coulomb/electric-force geometry wording
LD159,"Three charges, q1 = q2 = q3 = +3 × 10^-7 C, are placed at the three vertices of an equilateral triangle with a side length of 15 cm in the air. Calculate the net electric force acting on q3.",62.35*10^-3,N,electrostatics_candidate,Coulomb/electric-force geometry wording
LD160,"Two electric forces have magnitudes of 4 N and 9 N, acting at an angle of 120° to each other. Calculate the resultant force of these two electric forces.",7.8102,N,electrostatics_or_geometry_review,LD prefix fallback
LD161,"Two electric forces have magnitudes of 2 N and 12 N, and they act at an angle of 120° to each other. Calculate the resultant force of these two electric forces.",11.1355,N,electrostatics_or_geometry_review,LD prefix fallback
LD162,"Two electric forces, each with a magnitude of 5 N, act at an angle of 135° to each other. Calculate the resultant force of these two electric forces.",3.8268,N,electrostatics_or_geometry_review,LD prefix fallback
LD163,"Two electric forces have magnitudes of 12 N and 4 N, acting at an angle of 30° to each other. Calculate the resultant force of these two electric forces.",15.593,N,electrostatics_or_geometry_review,LD prefix fallback
LD164,"Two electric forces have magnitudes of 7 N and 9 N, and they are perpendicular to each other. Calculate the resultant force of these two electric forces.",11.4018,N,electrostatics_or_geometry_review,LD prefix fallback
LD165,"Two electric forces have magnitudes of 11 N and 5 N, and act at an angle of 135° to each other. Calculate the resultant force of these two electric forces.",8.2594,N,electrostatics_or_geometry_review,LD prefix fallback
LD166,"Two electric forces have magnitudes of 9 N and 12 N, and act at an angle of 135° to each other. Calculate the resultant force of these two electric forces.",8.5009,N,electrostatics_or_geometry_review,LD prefix fallback
LD167,Two electric forces have magnitudes of 5 N and 10 N and act at an angle of 60° to each other. Calculate the resultant force of these two electric forces.,13.229,N,electrostatics_or_geometry_review,LD prefix fallback
LD168,"Two electric forces have magnitudes of 7 N and 11 N, and act at an angle of 135° to each other. Calculate the resultant force of these two electric forces.",7.817,N,electrostatics_or_geometry_review,LD prefix fallback
LD169,Two electric forces with magnitudes of 10 N and 9 N act at an angle of 30° to each other. Calculate the resultant force of these two electric forces.,18.354,N,electrostatics_or_geometry_review,LD prefix fallback
LD170,Two electric forces with magnitudes of 10 N and 7 N act at an angle of 120° to each other. Calculate their resultant force.,8.8882,N,electrostatics_or_geometry_review,LD prefix fallback
LD171,"Two electric forces have magnitudes of 8 N and 10 N, acting at an angle of 60° to each other. Calculate the resultant force of these two electric forces.",15.620,N,electrostatics_or_geometry_review,LD prefix fallback
LD172,"Two electric forces have magnitudes of 3 N and 5 N, and act at an angle of 120° to each other. Calculate the resultant force of these two electric forces.",4.3589,N,electrostatics_or_geometry_review,LD prefix fallback
LD173,Two electric forces with magnitudes of 6 N and 5 N are acting at an angle of 30° to each other. Calculate their resultant force.,10.6283,N,electrostatics_or_geometry_review,LD prefix fallback
LD174,"Two electric forces have magnitudes of 8 N and 4 N, acting at an angle of 120° to each other. Calculate the resultant force of these two electric forces.",6.9282,N,electrostatics_or_geometry_review,LD prefix fallback
LD175,"Two electric forces have magnitudes of 8 N and 5 N, and act at an angle of 120° to each other. Calculate the resultant force of these two electric forces.",7,N,electrostatics_or_geometry_review,LD prefix fallback
LD176,Two electric forces have magnitudes of 2 N and 8 N. They act at an angle of 30° to each other. Calculate the resultant force of these two electric forces.,9.7833,N,electrostatics_or_geometry_review,LD prefix fallback
LD177,"Two electric forces have magnitudes of 7 N and 12 N, and they act at a 90° angle to each other. Calculate their resultant force.",13.892,N,electrostatics_or_geometry_review,LD prefix fallback
LD178,"Two electric forces have magnitudes of 8 N and 3 N, and they act at a 90° angle to each other. Calculate the resultant force of these two electric forces.",8.544,N,electrostatics_or_geometry_review,LD prefix fallback
LD179,"Two electric forces have magnitudes of 7 N and 2 N, acting at a 90° angle to each other. Calculate the resultant force of these two electric forces.",7.2801,N,electrostatics_or_geometry_review,LD prefix fallback
LD180,"Two electric forces have magnitudes of 5 N and 7 N, and they act at an angle of 90° to each other. Calculate their resultant force.",8.6023,N,electrostatics_or_geometry_review,LD prefix fallback
LD181,"Two electric forces, with magnitudes 3 N and 11 N, act at an angle of 60° to each other. Calculate their resultant force.",12.7671,N,electrostatics_or_geometry_review,LD prefix fallback
LD182,"Two electric forces have magnitudes of 6 N and 5 N, and they act at a 90° angle to each other. Calculate the resultant force of these two electric forces.",7.8102,N,electrostatics_or_geometry_review,LD prefix fallback
LD183,Two electric forces with magnitudes of 6 N and 5 N act at an angle of 120° to each other. Calculate their resultant force.,5.5678,N,electrostatics_or_geometry_review,LD prefix fallback
LD184,"Two electric forces have magnitudes of 3 N and 8 N, and act at an angle of 30° to each other. Calculate the resultant force of these two forces.",10.7037,N,electrostatics_or_geometry_review,LD prefix fallback
LD185,"Two electric forces have magnitudes of 11 N and 9 N, and they act at an angle of 135° to each other. Calculate the resultant force of these two electric forces.",7.8736,N,electrostatics_or_geometry_review,LD prefix fallback
LD186,"Two electric forces have magnitudes of 11 N and 7 N, and are acting at an angle of 60° to each other. Calculate the resultant force of these two electric forces.",15.716,N,electrostatics_or_geometry_review,LD prefix fallback
LD187,"Two electric forces have magnitudes of 5 N and 4 N, and they act at an angle of 30° to each other. Calculate the resultant force of these two forces.",8.6972,N,electrostatics_or_geometry_review,LD prefix fallback
LD188,"Two electric forces have magnitudes of 6 N and 9 N, acting at an angle of 45° to each other. Calculate the resultant force of these two electric forces.",13.906,N,electrostatics_or_geometry_review,LD prefix fallback
LD189,"Two electric forces have magnitudes of 11 N and 4 N, and act at an angle of 30° to each other. Calculate their resultant force.",14.602,N,electrostatics_or_geometry_review,LD prefix fallback
LD190,"Two electric forces have magnitudes of 5 N and 9 N, and they act at an angle of 135° to each other. Calculate the resultant force of these two electric forces.",6.5085,N,electrostatics_or_geometry_review,LD prefix fallback
LD191,"Two electric forces have magnitudes of 11 N and 5 N, and act at an angle of 30° to each other. Calculate the resultant force of these two electric forces.",15.533,N,electrostatics_or_geometry_review,LD prefix fallback
LD192,Two electric forces with magnitudes of 11 N and 5 N are acting at an angle of 135° to each other. Calculate the resultant force of these two electric forces.,8.2594,N,electrostatics_or_geometry_review,LD prefix fallback
LD193,"Two electric forces, each with a magnitude of 8 N, act at an angle of 120° to each other. Calculate the resultant force of these two electric forces.",8.0,N,electrostatics_or_geometry_review,LD prefix fallback
LD194,"Two electric forces have magnitudes of 5 N and 11 N, and act at an angle of 135° to each other. Calculate the resultant force of these two electric forces.",8.2594,N,electrostatics_or_geometry_review,LD prefix fallback
LD195,"Two electric forces have magnitudes of 8 N and 4 N, acting at an angle of 135° to each other. Calculate the resultant force of these two electric forces.",5.8945,N,electrostatics_or_geometry_review,LD prefix fallback
LD196,"Two electric forces, with magnitudes of 2 N and 11 N, are perpendicular to each other. Calculate their resultant force.",11.1803,N,electrostatics_or_geometry_review,LD prefix fallback
LD197,"Two electric forces have magnitudes of 2 N and 8 N, acting at an angle of 30° to each other. Calculate their resultant force.",9.7833,N,electrostatics_or_geometry_review,LD prefix fallback
